locality,postcode
Bobenheim am Berg,67273
Bobenheim-Roxheim,67240
Bobenthal,76891
Böbing,82389
Bobingen,86399
Böbingen,67482
Böbingen an der Rems,73560
Bobitz,23966
Bobitz,23996
Böblingen,71032
Böblingen,71034
Böbrach,94255
Bobritzsch-Hilbersdorf,09627
Bobzin,19230
Böchingen,76833
Bocholt,46395
Bocholt,46397
Bocholt,46399
Bochum,44787
Bochum,44789
Bochum,44791
Bochum,44793
Bochum,44795
Bochum,44797
Bochum,44799
Bochum,44801
Bochum,44803
Bochum,44805
Bochum,44807
Bochum,44809
Bochum,44866
Bochum,44867
Bochum,44869
Bochum,44879
Bochum,44892
Bochum,44894
Bocka,07589
Bockau,08324
Bockenau,55595
Bockenem,31167
Bockenheim an der Weinstraße,67278
Bockhorn,85461
Bockhorn,26345
Bockhorst,26897
Bodelshausen,72411
Bodelwitz,07381
Boden,56412
Bodenbach,53539
Bodenfelde,37194
Bodenheim,55294
Bodenkirchen,84155
Bodenmais,94249
Bodenrode-Westhausen,37308
Bodensee,37434
Bodenwerder,37619
Bodenwöhr,92439
Bodman-Ludwigshafen,78351
Bodnegg,88285
Bodolz,88131
Böel,24401
Böel,24405
Böel,24891
Boffzen,37691
Bogel,56357
Bogen,94327
Böhen,87736
Böhlen,04564
Böhl-Iggelheim,67459
Böhme,29693
Böhmenkirch,89558
Böhmfeld,85113
Bohmstedt,25853
Bohmte,49163
Böhnhusen,24220
Boiensdorf,23974
Boitze,21368
Boitzenburger Land,17268
Boizenburg/Elbe,19258
Bokel,25364
Bokel,24802
Bokelrehm,25596
Bokensdorf,38556
Bokholt-Hanredder,25335
Bokhorst,25560
Bokhorst,25572
Böklund,24860
Boksee,24220
Bolanden,67295
Boldekow,17392
Böllen,79677
Bollenbach,55624
Böllenborn,76887
Bollendorf,54669
Bollewick,17207
Bollingstedt,24855
Bollschweil,79283
Bölsberg,57648
Bolsterlang,87538
Boltenhagen,23946
Bomlitz,29699
Boms,88361
Bondelum,25850
Bondorf,71149
Bönebüttel,24620
Bonefeld,56579
Bönen,59199
Bonerath,54316
Bongard,53539
Bonn,53111
Bonn,53113
Bonn,53115
Bonn,53117
Bonn,53119
Bonn,53121
Bonn,53123
Bonn,53125
Bonn,53127
Bonn,53129
Bonn,53173
Bonn,53175
Bonn,53177
Bonn,53179
Bonn,53225
Bonn,53227
Bonn,53229
Bonndorf im Schwarzwald,79848
Bönnigheim,74357
Bönningstedt,25474
Bonstetten,86486
Boock,17322
Boos,56729
Boos,87737
Boos,55595
Boostedt,24598
Bopfingen,73441
Boppard,56154
Borchen,33178
Bördeaue,39435
Börde-Hakel,39448
Bördeland,39221
Bordelum,25821
Bordelum,25842
Bordelum,25852
Bordesholm,24582
Boren,24392
Börfink,54422
Borgdorf-Seedorf,24589
Borgentreich,34434
Börger,26904
Börgerende-Rethwisch,18211
Borgholzhausen,33829
Borgstedt,24794
Borgsum,25938
Borgwedel,24857
Borken,46325
Borken,34582
Borkheide,14822
Borkow,19406
Borkum,26757
Borkwalde,14822
Borler,53539
Börm,24863
Borna,04552
Born a. Darß,18375
Borne,39435
Bornhagen,37318
Bornheim,53332
Bornheim,55237
Bornheim,76879
Bornholt,25557
Bornholt,25725
Bornhöved,24619
Bornich,56348
Börnichen/Erzgebirge,09437
Börnsen,21039
Bornstedt,06295
Borod,57614
Borrentin,17111
Börrstadt,67725
Börsborn,66904
Borsdorf,04451
Borsfleth,25376
Börslingen,89177
Börßum,38312
Borstel,24616
Borstel,27246
Borstel-Hohenraden,25494
Borstorf,23881
Börtlingen,73104
Borxleben,06556
Bosau,23715
Bosbüll,25899
Bösdorf,24306
Bösel,26219
Bosenbach,66887
Bösenbrunn,08606
Bösingen,78662
Bösleben-Wüllersleben,99310
Bötersen,27367
Bothel,27386
Bothenheilingen,99947
Bothkamp,24250
Bottenbach,66504
Böttingen,78583
Bottrop,46236
Bottrop,46238
Bottrop,46240
Bottrop,46242
Bottrop,46244
Bötzingen,79268
Bous,66359
Bovenau,24796
Bovenden,37120
Boxberg,97944
Boxberg,54552
Boxberg/O.L. - Hamor,02943
Böxlund,24994
Braak,22145
Brachbach,57555
Brachtendorf,56761
Brachttal,63636
Brackel,21438
Brackenheim,74336
Braderup,25923
Brahlstorf,19273
Brahmenau,07554
Brake,26919
Brakel,33034
Brammer,24793
Bramsche,49565
Bramstedtlund,25926
Brand,95682
Brande-Hörnerkirchen,25364
Brandenburg an der Havel,14770
Brandenburg an der Havel,14772
Brandenburg an der Havel,14774
Brandenburg an der Havel,14776
Brand-Erbisdorf,09618
Brandis,04821
Brandis,04824
Brandscheid,56459
Brandscheid,54608
Brannenburg,83098
Braubach,56338
Brauneberg,54470
Brauneberg,54472
Braunfels,35619
Braunichswalde,07580
Braunlage,37444
Braunlage,38700
Bräunlingen,78199
Braunsbach,74542
Braunsbedra,06242
Braunsbedra,06259
Braunschweig,38100
Braunschweig,38102
Braunschweig,38104
Braunschweig,38106
Braunschweig,38108
Braunschweig,38110
Braunschweig,38112
Braunschweig,38114
Braunschweig,38116
Braunschweig,38118
Braunschweig,38120
Braunschweig,38122
Braunschweig,38124
Braunschweig,38126
Braunshorn,56288
Braunweiler,55595
Brauweiler,55606
Brechen,65611
Brecht,54636
Breckerfeld,58339
Breddenberg,26897
Breddin,16845
Breddorf,27412
Breddorf,27726
Bredenbek,24796
Bredenfelde,17153
Bredstedt,25821
Breege,18556
Breese,19322
Breesen,17091
Breest,17089
Brehme,37339
Breidenbach,35236
Breiholz,24797
Breisach am Rhein,79206
Breit,54426
Breitbrunn,96151
Breitbrunn am Chiemsee,83254
Breitenau,56237
Breitenbach,66916
Breitenbach am Herzberg,36287
Breitenberg,25597
Breitenberg,94139
Breitenbrunn,87739
Breitenbrunn,92363
Breitenbrunn/Erzgebirge,08359
Breitenburg,25524
Breitenfelde,23881
Breitengüßbach,96149
Breitenheim,55592
Breitenthal,86488
Breitenthal,55758
Breitenworbis,37339
Breitingen,89183
Breitnau,79874
Breitscheid,35767
Breitscheid,53547
Breitscheid,55422
Breitscheidt,57539
Breitungen/Werra,98597
Brekendorf,24811
Breklum,25821
Bremberg,56370
Bremen,27568
Bremen,28195
Bremen,28197
Bremen,28199
Bremen,28201
Bremen,28203
Bremen,28205
Bremen,28207
Bremen,28209
Bremen,28211
Bremen,28213
Bremen,28215
Bremen,28217
Bremen,28219
Bremen,28237
Bremen,28239
Bremen,28259
Bremen,28277
Bremen,28279
Bremen,28307
Bremen,28309
Bremen,28325
Bremen,28327
Bremen,28329
Bremen,28355
Bremen,28357
Bremen,28359
Bremen,28717
Bremen,28719
Bremen,28755
Bremen,28757
Bremen,28759
Bremen,28777
Bremen,28779
Bremerhaven,27568
Bremerhaven,27570
Bremerhaven,27572
Bremerhaven,27574
Bremerhaven,27576
Bremerhaven,27578
Bremerhaven,27580
Bremervörde,27432
Bremm,56814
Bremsnitz,07646
Brenk,56651
Brennberg,93179
Brensbach,64395
Brenz,19306
Bresegard bei Eldena,19294
Bresegard bei Picher,19230
Brest,21698
Bretten,75015
Bretthausen,56479
Bretzenheim,55559
Bretzfeld,74626
Breuberg,64747
Breuna,34479
Breunigweiler,67725
Brevörde,37647
Brey,56321
Breydin,16230
Brickeln,25712
Briedel,56850
Briedel,56867
Brieden,56829
Briedern,56820
Brieselang,14656
Briesen,03096
Briesen (Mark),15518
Brieskow-Finkenheerd,15295
Brietlingen,21382
Brietzig,17309
Brigachtal,78086
Briggow,17153
Brilon,59929
Brimingen,54646
Brinjahe,24816
Brinkum,26835
Britz,16230
Bröbberow,18258
Brockel,27386
Bröckel,29356
Brockscheid,54552
Brockum,49448
Brodenbach,56332
Brodersby,24398
Brodersby-Goltoft,24864
Brodersdorf,24235
Broderstorf,18184
Brohl,56754
Brohl-Lützing,56656
Brokdorf,25554
Brokdorf,25576
Brokstedt,24616
Brombachtal,64753
Brome,38465
Bromskirchen,59969
Bronkow,03205
Bröthen,21514
Brotterode-Trusetal,98596
Bruch,54518
Bruchertseifen,57539
Bruchhausen,53572
Bruchhausen-Vilsen,27305
Bruchköbel,63486
Bruchmühlbach-Miesau,66892
Bruchsal,76646
Bruchstedt,99955
Bruchweiler,55758
Bruchweiler-Bärenbach,76891
Bruck,85567
Brück,14822
Bruckberg,84079
Bruckberg,91590
Brücken,55767
Brücken-Hackpfüffel,06528
Brücken (Pfalz),66904
Bruck i.d.OPf.,92436
Bruckmühl,83052
Brücktal,53539
Brüel,19412
Brügge,24582
Brüggen,41379
Brühl,50321
Brühl,68782
Brunn,93164
Brunn,17039
Brunnen,86564
Brunnthal,85649
Brünn/Thür.,98673
Brunow,19357
Brunow,19372
Brunsbek,22946
Brunsbüttel,25541
Brunsmark,23883
Brunstorf,21524
Brünzow,17509
Bruschied,55606
Brüsewitz,19071
Brüssow,17326
Bruttig-Fankel,56814
Bubach,56288
Bubenheim,55270
Bubenheim,67308
Bubenreuth,91088
Bubesheim,89347
Buborn,67742
Bubsheim,78585
Buch,56357
Buch,89290
Buch,56290
Bucha,07751
Buch am Buchrain,85656
Buch am Erlbach,84172
Buch am Wald,91592
Buchbach,84428
Buchbrunn,97320
Buchdorf,86675
Büchel,56823
Büchel,99638
Büchen,21514
Buchenbach,79256
Büchenbach,91186
Buchenberg,87474
Büchenbeuren,55491
Buchen (Odenwald),74722
Buchet,54608
Buchfart,99438
Buchheim,78567
Buchheim,88637
Buchhofen,94533
Buchholz,25712
Buchholz,31710
Buchholz,23911
Buchholz,17209
Buchholz (Aller),29690
Buchholz in der Nordheide,21244
Buchholz (Westerwald),53567
Buchhorst,21481
Büchlberg,94124
Buchloe,86807
Buckautal,14793
Bückeburg,31675
Bücken,27333
Buckenhof,91054
Buckow,15377
Büdelsdorf,24782
Budenbach,55469
Budenheim,55257
Büdesheim,54610
Büdingen,63654
Büdlich,54426
Bugewitz,17398
Buggenhagen,17440
Buggingen,79426
Bühl,77815
Buhla,37339
Buhlenberg,55767
Bühlertal,77830
Bühlertann,74424
Bühlerzell,74426
Bühnsdorf,23845
Bühren,37127
Bülkau,21782
Bullay,56859
Bullenkuhlen,25355
Bülow,19089
Bülstedt,27412
Bülstringen,39345
Bunde,26831
Bünde,32257
Bundenbach,55626
Bundenthal,76891
Bundorf,97494
Bünsdorf,24794
Bunsoh,25767
Burbach,57299
Burbach,54597
Bürdenbach,56593
Büren,33142
Burg,39288
Burg,54646
Burgau,89331
Burgberg i.Allgäu,87545
Burgbernheim,91593
Burgbrohl,56659
Burg (Dithmarschen),25712
Burgdorf,31303
Burgdorf,38272
Burgebrach,96138
Bürgel,07616
Burgen,56332
Burgen,54472
Burggen,86977
Burghaslach,96152
Burghaun,36151
Burghausen,84489
Burgheim,86666
Burgk,07907
Burgkirchen an der Alz,84508
Burgkunstadt,96224
Burglahr,57632
Burglauer,97724
Burglengenfeld,93133
Burg (Mosel),56843
Burgoberbach,91595
Burgpreppach,97496
Burgrieden,88483
Burgsalach,91790
Burgschwalbach,65558
Burgsinn,97775
Burgsponheim,55595
Burg (Spreewald),03096
Burgstädt,09217
Bürgstadt,63927
Burgstall,39517
Burg Stargard,17094
Burgstetten,71576
Burgthann,90559
Burgwald,35099
Burgwalde,37318
Burgwedel,30938
Burgwindheim,96154
Burk,91596
Burkardroth,97705
Burkau - Porchow,01906
Burkhardtsdorf,09235
Burladingen,72393
Burow,17089
Burrweiler,76835
Burscheid,51399
Bürstadt,68642
Burtenbach,89349
Burtscheid,54424
Burweg,21709
Buschvitz,18528
Busdorf,24866
Buseck,35418
Busenberg,66996
Busenberg,76891
Busenhausen,57612
Busenwurth,25719
Büsingen am Hochrhein,78266
Büsum,25761
Büsumer Deichhausen,25761
Butjadingen,26969
Bütow,17209
Büttel,25572
Büttelborn,64572
Buttenheim,96155
Buttenwiesen,86647
Bütthard,97244
Buttlar,36419
Buttstädt,99628
Büttstedt,37359
Butzbach,35510
Butzow,17392
Bützow,18246
Buxheim,87740
Buxheim,85114
Buxtehude,21614
Byhleguhre-Byhlen,15913
Caan,56237
Caaschwitz,07586
Cadenberge,21781
Cadolzburg,90556
Calau,03205
Calberlah,38547
Calbe (Saale),39240
Calden,34379
Callbach,67829
Callenberg,09337
Calvörde,39359
Calvörde,39638
Calw,75365
Cambs,19067
Cammin,18195
Cappeln (Oldenburg),49692
Carinerland,18233
Carinerland,18236
Carlow,19217
Carlsberg,67316
Carmzow-Wallmow,17291
Carpin,17237
Casekow,16306
Castell,97355
Castrop-Rauxel,44575
Castrop-Rauxel,44577
Castrop-Rauxel,44579
Castrop-Rauxel,44581
Cavertitz,04758
Celle,29221
Celle,29223
Celle,29225
Celle,29227
Celle,29229
Cham,93413
Chamerau,93466
Charlottenberg,56379
Chemnitz,09111
Chemnitz,09112
Chemnitz,09113
Chemnitz,09114
Chemnitz,09116
Chemnitz,09117
Chemnitz,09119
Chemnitz,09120
Chemnitz,09122
Chemnitz,09123
Chemnitz,09125
Chemnitz,09126
Chemnitz,09127
Chemnitz,09128
Chemnitz,09130
Chemnitz,09131
Chemnitz,09224
Chemnitz,09228
Chemnitz,09247
Chieming,83339
Chiemsee,83209
Chiemsee,83256
Chorin,16230
Christes,98547
Christiansholm,24799
Christinenthal,25593
Clausen,66978
Claußnitz,09236
Clausthal-Zellerfeld,38667
Clausthal-Zellerfeld,38678
Clausthal-Zellerfeld,38707
Clausthal-Zellerfeld,38709
Cleebronn,74389
Clenze,29459
Clingen,99718
Cloppenburg,49661
Coburg,96450
Cochem,56812
Coesfeld,48653
Cölbe,35091
Colbitz,39326
Colditz,04680
Collenberg,97896
Collenberg,97903
Colmberg,91598
Colnrade,27243
Cölpin,17094
Contwig,66497
Coppenbrügge,31863
Cornberg,36219
Coswig,01640
Coswig (Anhalt),06868
Coswig (Anhalt),06869
Cottbus - Chóśebuz,03042
Cottbus - Chóśebuz,03044
Cottbus - Chóśebuz,03046
Cottbus - Chóśebuz,03048
Cottbus - Chóśebuz,03050
Cottbus - Chóśebuz,03051
Cottbus - Chóśebuz,03052
Cottbus - Chóśebuz,03053
Cottbus - Chóśebuz,03054
Cottbus - Chóśebuz,03055
Crailsheim,74564
Crailsheim,74597
Cramberg,65558
Cramme,38312
Cramonshagen,19071
Creglingen,97993
Cremlingen,38162
Creußen,95473
Creuzburg,99831
Crimla,07557
Crimmitschau,08451
Crinitz,03246
Crinitzberg,08147
Crivitz,19089
Cronenberg,67744
Crossen an der Elster,07613
Crostwitz - Chrósćicy,01920
Crottendorf,09474
Cumlosen,19322
Cunewalde,02733
Cursdorf,98744
Cuxhaven,27472
Cuxhaven,27474
Cuxhaven,27476
Cuxhaven,27478
Daaden,57567
Daasdorf am Berge,99428
Dabel,19406
Dabergotz,16818
Daberkow,17129
Dachau,85221
Dachsbach,91462
Dachsberg (Südschwarzwald),79837
Dachsberg (Südschwarzwald),79875
Dachsenhausen,56340
Dachwig,99100
Dackenheim,67273
Dackscheid,54649
Dagebüll,25899
Dägeling,25578
Dahlem,53949
Dahlem,54636
Dahlem,21368
Dahlen,04774
Dahlenburg,21368
Dahlheim,56348
Dahlum,38170
Dahme,23747
Dahme/Mark,15936
Dahmen,17166
Dahmetal,15936
Dahmker,22946
Dahn,66994
Dahnen,54689
Dähre,29413
Daisendorf,88718
Daiting,86653
Dalberg,55595
Dalberg-Wendelstorf,19071
Daldorf,24635
Daleiden,54689
Dalheim,55278
Dalkendorf,17166
Dalldorf,21483
Dallgow-Döberitz,14624
Dambach,55765
Dambeck,19357
Damendorf,24361
Damflos,54413
Damlos,23738
Dammbach,63874
Damme,49401
Dammfleth,25554
Dammfleth,25573
Damnatz,29472
Damp,24351
Damscheid,55432
Damsdorf,23824
Damshagen,23936
Damshagen,23948
Dänischenhagen,24229
Dankerath,53520
Dannau,24329
Danndorf,38461
Dannenberg,29451
Dannenfels,67814
Dannewerk,24867
Dannstadt-Schauernheim,67125
Dargelin,17498
Dargen,17419
Dargen,17429
Dargun,17159
Darmstadt,64283
Darmstadt,64285
Darmstadt,64287
Darmstadt,64289
Darmstadt,64291
Darmstadt,64293
Darmstadt,64295
Darmstadt,64297
Darscheid,54552
Darstein,76848
Dasburg,54689
Dasing,86453
Dassel,37586
Dassendorf,21521
Dassow,23942
Dätgen,24589
Datteln,45711
Dattenberg,53547
Datzeroth,56589
Datzetal,17099
Daubach,56412
Daubach,55566
Dauchingen,78083
Daun,54550
Dausenau,56132
Dautmergen,72356
Dautphetal,35232
Dauwelshausen,54673
Daxweiler,55442
Dechow,19217
Deckenpfronn,75392
Dedelstorf,29386
Dedenbach,53426
Deensen,37627
Deesbach,98744
Deesen,56237
Deggendorf,94469
Deggenhausertal,88693
Deggingen,73312
Deggingen,73326
Deidesheim,67146
Deidesheim,67157
Deidesheim,67435
Deidesheim,67466
Deilingen,78586
Deimberg,67742
Deining,92364
Deiningen,86738
Deinste,21717
Deinstedt,27446
Deisenhausen,86489
Deißlingen,78652
Deizisau,73779
Delbrück,33129
Delingsdorf,22941
Delitzsch,04509
Dellfeld,66503
Delligsen,31073
Dellstedt,25786
Delmenhorst,27749
Delmenhorst,27751
Delmenhorst,27753
Delmenhorst,27755
Delve,25788
Demen,19089
Demerath,54552
Demitz-Thumitz,01877
Demmin,17109
Denkendorf,85095
Denkendorf,73770
Denkingen,78554
Denkingen,78588
Denklingen,86920
Denkte,38321
Dennheritz,08393
Dennweiler-Frohnbach,66871
Densborn,54570
Dentlein am Forst,91599
Denzlingen,79211
Derental,37691
Dermbach,36404
Dermbach,36452
Dermbach,36457
Dermbach,36466
Dernau,53507
Dernbach,56307
Dernbach,76857
Dernbach (Westerwald),56428
Dersau,24326
Derschen,57520
Dersekow,17498
Dersenow,19260
Dersum,26906
Desloch,55592
Dessau-Roßlau,06842
Dessau-Roßlau,06844
Dessau-Roßlau,06846
Dessau-Roßlau,06847
Dessau-Roßlau,06849
Dessau-Roßlau,06861
Dessau-Roßlau,06862
Dessighofen,56357
Detern,26847
Detmold,32756
Detmold,32758
Detmold,32760
Dettelbach,97337
Dettenhausen,72135
Dettenheim,76706
Dettighofen,79802
Dettingen an der Erms,72581
Dettingen an der Iller,88451
Dettingen unter Teck,73265
Dettmannsdorf,18334
Dettum,38173
Detzem,54340
Deudesfeld,54570
Deuerling,93180
Deuselbach,54411
Deutsch Evern,21407
Deutschneudorf,09548
Dexheim,55278
Deyelsdorf,18513
Dhronecken,54426
Dichtelbach,55494
Dickel,49453
Dickendorf,57520
Dickenschied,55483
Dickesbach,55758
Didderse,38530
Diebach,91583
Dieblich,56332
Dieburg,64807
Diedorf,86420
Diefenbach,54538
Diekholzen,31199
Diekhusen-Fahrstedt,25709
Dielheim,69234
Dielkirchen,67811
Dielmissen,37633
Diemelsee,34519
Diemelstadt,34474
Dienethal,56379
Dienheim,55276
Diensdorf-Radlow,15864
Dienstweiler,55765
Diepenau,31603
Diepholz,49356
Diera-Zehren,01665
Dierbach,76889
Dierdorf,56269
Dierfeld,54533
Dierhagen,18347
Dierscheid,54523
Diesdorf,29413
Diespeck,91456
Dießen am Ammersee,86911
Dietenheim,89165
Dietenhofen,90599
Dieterode,37318
Dietersburg,84378
Dietersheim,91463
Dieterskirchen,92542
Dietfurt an der Altmühl,92345
Diethardt,56355
Dietingen,78661
Dietmannsried,87463
Dietramszell,83623
Dietrichingen,66484
Dietzenbach,63128
Dietzenrode/Vatterode,37318
Dietzhölztal,35716
Diez,65582
Dill,55487
Dillenburg,35683
Dillenburg,35684
Dillenburg,35685
Dillenburg,35686
Dillenburg,35687
Dillenburg,35688
Dillenburg,35689
Dillenburg,35690
Dillendorf,55481
Dillingen a.d.Donau,89407
Dillingen/Saar,66763
Dillstädt,98530
Dimbach,76848
Dingdorf,54614
Dingelstädt,37351
Dingen,25715
Dingolfing,84130
Dingolshausen,97497
Dingsleben,98646
Dinkelsbühl,91550
Dinkelscherben,86424
Dinklage,49413
Dinslaken,46535
Dinslaken,46537
Dinslaken,46539
Dintesheim,55234
Dipperz,36160
Dippoldiswalde,01744
Dirlewang,87742
Dirlewang,87782
Dirmstein,67246
Dischingen,89561
Dissen,49201
Dissen-Striesow,03096
Ditfurt,06484
Ditscheid,56729
Dittelbrunn,97456
Dittelsheim-Heßloch,67596
Dittenheim,91723
Dittersdorf,07907
Dittweiler,66903
Ditzingen,71254
Divitz-Spoldershagen,18314
Dobbertin,19399
Dobbin-Linstow,18292
Dobel,75335
Döbeln,04720
Doberlug-Kirchhain,03253
Döbern,03159
Doberschau-Gaußig - Dobruša-Huska,01877
Doberschau-Gaußig - Dobruša-Huska,02633
Doberschau-Gaußig - Dobruša-Huska,02692
Doberschütz,04838
Dobersdorf,24232
Dobin am See,19067
Dobitschen,04626
Döbritschen,99441
Döbritz,07381
Dockendorf,54636
Dockweiler,54552
Dodenburg,54518
Dogern,79804
Döhlau,95182
Dohma,01796
Dohm-Lammersdorf,54576
Dohna,01809
Dohr,56812
Dohren,21255
Dohren,49770
Dolgen am See,18299
Dolgesheim,55278
Dollern,21739
Dollerup,24989
Dollnstein,91795
Döllstädt,99100
Dombühl,91601
Dömitz,19303
Dommershausen,56290
Dommitzsch,04880
Domsühl,19374
Donaueschingen,78166
Donaustauf,93093
Donauwörth,86609
Donnersdorf,97499
Donsieders,66978
Donzdorf,73072
Dörentrup,32694
Dorfchemnitz,09619
Dorfen,84405
Dorfhain,01738
Dörfles-Esbach,96487
Dorf Mecklenburg,23972
Dorfprozelten,97904
Dormagen,41539
Dormagen,41540
Dormagen,41541
Dormagen,41542
Dormettingen,72358
Dormitz,91077
Dörnberg,56377
Dörnberg,56379
Dornburg,65599
Dornburg-Camburg,07774
Dorn-Dürkheim,67585
Dornhan,72175
Dornheim,99310
Dornholzhausen,56357
Dörnick,24326
Dornstadt,89160
Dornstetten,72280
Dornum,26553
Dörpen,26892
Dörphof,24398
Dörpling,25794
Dörpstedt,24869
Dörrebach,55444
Dörrenbach,76889
Dörrmoschel,67806
Dörscheid,56348
Dörsdorf,56370
Dorsel,53533
Dorsheim,55452
Dorstadt,38312
Dorsten,46282
Dorsten,46284
Dorsten,46286
Dörth,56281
Dortmund,44135
Dortmund,44137
Dortmund,44139
Dortmund,44141
Dortmund,44143
Dortmund,44145
Dortmund,44147
Dortmund,44149
Dortmund,44225
Dortmund,44227
Dortmund,44229
Dortmund,44263
Dortmund,44265
Dortmund,44267
Dortmund,44269
Dortmund,44287
Dortmund,44289
Dortmund,44309
Dortmund,44319
Dortmund,44328
Dortmund,44329
Dortmund,44339
Dortmund,44357
Dortmund,44359
Dortmund,44369
Dortmund,44379
Dortmund,44388
Dörverden,27313
Dörzbach,74677
Döschnitz,07429
Dossenheim,69221
Dötlingen,27801
Dotternhausen,72359
Döttesfeld,56305
Drachhausen,03185
Drachselsried,94256
Drackenstein,73345
Drage,21423
Drage,25582
Drage,25840
Drage,25878
Dragun,19205
Drahnsdorf,15938
Drakenburg,31623
Dransfeld,37127
Dranske,18556
Dreba,07806
Drebach,09430
Drebber,49457
Drebkau,03116
Drechow,18465
Drees,53520
Dreetz,16845
Dreetz,18249
Dreggers,23845
Drehnow,03185
Dreieich,63303
Dreifelden,57629
Drei Gleichen,99869
Dreiheide,04860
Dreikirchen,56414
Dreis,54518
Dreisbach,56472
Dreis-Brück,54552
Dreisen,67816
Dreitzsch,07819
Drelsdorf,25853
Drensteinfurt,48317
Drentwede,49406
Dreschvitz,18573
Dresden,01067
Dresden,01069
Dresden,01097
Dresden,01099
Dresden,01108
Dresden,01109
Dresden,01127
Dresden,01129
Dresden,01139
Dresden,01156
Dresden,01157
Dresden,01159
Dresden,01169
Dresden,01187
Dresden,01189
Dresden,01217
Dresden,01219
Dresden,01237
Dresden,01239
Dresden,01257
Dresden,01259
Dresden,01277
Dresden,01279
Dresden,01307
Dresden,01309
Dresden,01324
Dresden,01326
Dresden,01328
Dresden,01465
Drestedt,21255
Drestedt,21279
Driedorf,35759
Drochtersen,21706
Drognitz,07338
Drolshagen,57489
Droyßig,06722
Düchelsdorf,23847
Ducherow,17398
Duchroth,55585
Duchroth,67826
Dudeldorf,54647
Düdenbüttel,21709
Dudenhofen,67373
Duderstadt,37115
Duggendorf,93182
Duggendorf,93195
Duingen,31089
Duisburg,47051
Duisburg,47053
Duisburg,47055
Duisburg,47057
Duisburg,47058
Duisburg,47059
Duisburg,47119
Duisburg,47137
Duisburg,47138
Duisburg,47139
Duisburg,47166
Duisburg,47167
Duisburg,47169
Duisburg,47178
Duisburg,47179
Duisburg,47198
Duisburg,47199
Duisburg,47226
Duisburg,47228
Duisburg,47229
Duisburg,47239
Duisburg,47249
Duisburg,47259
Duisburg,47269
Duisburg,47279
Dülmen,48249
Dümmer,19073
Dummerstorf,18196
Dümpelfeld,53520
Dünfus,56754
Düngenheim,56761
Dunningen,78655
Dunningen,78713
Dünsen,27243
Dunsum,25938
Dunum,26427
Dünwald,99976
Dunzweiler,66916
Duppach,54597
Durach,87471
Durbach,77770
Dürbheim,78589
Durchhausen,78591
Düren,52349
Düren,52351
Düren,52353
Düren,52355
Durlangen,73568
Dürmentingen,88525
Durmersheim,76448
Dürnau,73105
Dürnau,88422
Dürrhennersdorf,02708
Dürrholz,56307
Dürrlauingen,89350
Dürrröhrsdorf-Dittersbach,01833
Dürrwangen,91602
Düsseldorf,40210
Düsseldorf,40211
Düsseldorf,40212
Düsseldorf,40213
Düsseldorf,40215
Düsseldorf,40217
Düsseldorf,40219
Düsseldorf,40221
Düsseldorf,40223
Düsseldorf,40225
Düsseldorf,40227
Düsseldorf,40229
Düsseldorf,40231
Düsseldorf,40233
Düsseldorf,40235
Düsseldorf,40237
Düsseldorf,40239
Düsseldorf,40468
Düsseldorf,40470
Düsseldorf,40472
Düsseldorf,40474
Düsseldorf,40476
Düsseldorf,40477
Düsseldorf,40479
Düsseldorf,40489
Düsseldorf,40545
Düsseldorf,40547
Düsseldorf,40549
Düsseldorf,40589
Düsseldorf,40591
Düsseldorf,40593
Düsseldorf,40595
Düsseldorf,40597
Düsseldorf,40599
Düsseldorf,40625
Düsseldorf,40627
Düsseldorf,40629
Düsseldorf,40721
Dußlingen,72144
Duvensee,23898
Ebeleben,99713
Ebelsbach,97500
Ebensfeld,96250
Ebenshausen,99826
Ebenweiler,88370
